CA USA,7/29/2016 17:35,USFE_000,1,Error,Email Alert BPM,Email Tracker,External IT Services:Management
CA USA,7/29/2016 17:35,USFE_001,1,Error,File manager time out,Toonz,External IT Services:Management
CA USA,7/29/2016 17:35,USFE_002,1,Error,Bot EBE error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 17:35,USFE_003,1,KPI,DB Event 2788,,
CA USA,7/29/2016 17:35,USFE_004,1,Resource,SQL Erorr Event 11,MSSQL,Office:Log
CA USA,7/29/2016 17:35,USFE_005,2,Error,VM guest file systems are running out of disk space,Jump 'n Bump,User Tracking:End to End
CA USA,7/29/2016 17:35,USFE_006,1,Error,Failed to run a WMI query,XMind,OS:Download
CA USA,7/29/2016 17:35,USFE_007,1,Error,Failed for QM events,File Share Services,OS:Download
CA USA,7/29/2016 17:35,USFE_008,1,Error,Failed to start a process,SQL,OS:Video
CA USA,7/29/2016 17:35,USFE_009,1,Error,Script failed to run,MSSQL,OS:Video
CA USA,7/29/2016 17:35,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 17:35,USFE_011,2,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 17:40,USFE_000,1,Error,Email Alert BPM,Email Tracker,External IT Services:Management
CA USA,7/29/2016 17:40,USFE_012,1,KPI,Service CMT is running,Maple 18,External IT Services:Management
CA USA,7/29/2016 17:40,USFE_012,1,KPI,Service TKF is running,Maple 18,External IT Services:Management
CA USA,7/29/2016 17:40,USFE_012,1,KPI,Service TPT is running,Maple 18,External IT Services:Management
CA USA,7/29/2016 17:40,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 17:40,USFE_014,1,Error,Web Site discovery failure,Durandal,Internal IT Services:Productivity
CA USA,7/29/2016 17:40,USFE_015,1,Error,Credentials Not Found Alert Message,Transactioner,Custome:Database
CA USA,7/29/2016 17:40,USFE_016,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 17:40,USFE_017,1,Error,Failed to start a process,App Analitics,Online Transactions:Partners
CA USA,7/29/2016 17:40,USFE_009,1,Error,Script failed to run,MSSQL,OS:Video
CA USA,7/29/2016 17:40,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 17:40,USFE_018,1,Error,Failed to run a query in SQL server,Gnopernicus,Business Ops:log
CA USA,7/29/2016 17:40,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 17:45,USFE_019,1,Resource,DB Event 2300,,
CA USA,7/29/2016 17:45,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 17:45,USFE_020,1,Error,def ML Warning 3,,
CA USA,7/29/2016 17:45,USFE_020,1,Error,def ML Warning 6,,
CA USA,7/29/2016 17:45,USFE_021,1,Error,Web Site discovery failure,Movable Type,Internal IT Services:Data Recoverary
CA USA,7/29/2016 17:45,USFE_022,1,Error,VM guest file systems are running out of disk space,OpenAFS ,Internal IT Services:AntiVirus
CA USA,7/29/2016 17:45,USFE_023,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 17:45,USFE_008,1,Error,Failed to start a process,SQL,OS:Video
CA USA,7/29/2016 17:45,USFE_024,1,Error,Failed to start a process,Bitkeeper,IE Monitoring:QA
CA USA,7/29/2016 17:45,USFE_025,1,Resource,Total Device Utilization Percentage is too high,MSSQL,Internal IT Services:QA
CA USA,7/29/2016 17:45,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 17:45,USFE_026,1,Error,Failed to run a query in SQL server,DoorKeeper,Online Ecom:Risk 
CA USA,7/29/2016 17:45,USFE_011,2,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 17:45,USFE_027,1,Error,Failed to run a query in SQL server,Platform Database Service,OS:Video
CA USA,7/29/2016 17:45,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 17:50,USFE_002,1,Error,Bot EBE error,XMing X-Windows Client,Platform:Global
CA USA,7/29/2016 17:50,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 17:50,USFE_020,1,Error,def ML Warning 3,,
CA USA,7/29/2016 17:50,USFE_020,1,Error,def ML Warning 6,,
CA USA,7/29/2016 17:50,USFE_016,1,Error,Failed to start a process,Owl and Mouse Map Puzzles,IE Monitoring:QA
CA USA,7/29/2016 17:50,USFE_028,1,Error,Failed to start a process,App Analitics,Online Transactions:Partners
CA USA,7/29/2016 17:50,USFE_029,1,Error,Failed to start a process,,
CA USA,7/29/2016 17:50,USFE_030,1,Resource,Total Device Utilization Percentage is too high,Diaspora,BIM:Development
CA USA,7/29/2016 17:50,USFE_010,1,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 17:50,USFE_031,1,Error,Failed to run a deamon on cloud,,OS:Database
CA USA,7/29/2016 17:50,USFE_011,1,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 17:50,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 17:55,USFE_020,8,Error,def ML Warning 3,,
CA USA,7/29/2016 17:55,USFE_020,8,Error,def ML Warning 6,,
CA USA,7/29/2016 17:55,USFE_032,2,Error,VM guest file systems are running out of disk space,,
CA USA,7/29/2016 17:55,USFE_006,1,Error,Failed to run a WMI query,XMind,OS:Download
CA USA,7/29/2016 17:55,USFE_007,1,Error,Failed for QM events,File Share Services,OS:Download
CA USA,7/29/2016 17:55,USFE_017,1,Error,Failed to start a process,App Analitics,Online Transactions:Partners
CA USA,7/29/2016 17:55,USFE_033,1,Resource,Total Device Utilization Percentage is too high,MSSQL,Internal IT Services:QA
CA USA,7/29/2016 17:55,USFE_034,1,Error,Failed to run a query in SQL server,SQL,Platform:US
CA USA,7/29/2016 17:55,USFE_011,1,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 17:55,USFE_035,1,Error,Failed to run a query in SQL server,MacPaint,OS:Video
CA USA,7/29/2016 17:55,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:00,USFE_013,1,KPI,DB Event 2788,MSSQL,Office:Log
CA USA,7/29/2016 18:00,USFE_020,2,Error,def ML Warning 3,,
CA USA,7/29/2016 18:00,USFE_020,2,Error,def ML Warning 6,,
CA USA,7/29/2016 18:00,USFE_036,1,Error,Service Execuation failure,SQL,OS:Video
CA USA,7/29/2016 18:00,USFE_008,1,Error,Failed to start a process,SQL,OS:Video
CA USA,7/29/2016 18:00,USFE_010,2,Resource,Total Device Utilization Percentage is too high,File Share Services,OS:Download
CA USA,7/29/2016 18:00,USFE_011,1,Error,Failed to run a query in SQL server,MSSQL,Ecom:Service
CA USA,7/29/2016 18:00,USFE_011,1,Error,Failed to parse POC log,MSSQL,Ecom:Service
CA USA,7/29/2016 18:05,USFE_037,1,Error,Email Alert BPM,Email Tracker,External IT Services:Management
CA USA,7/29/2016 18:05,USFE_038,1,Error,Authentication GR sbrmgr failed,LISREL 8.7 ,External IT Services:Management
CA USA,7/29/2016 18:05,USFE_039,1,Resource,DB Event 4740,MSSQL,OS:Video
CA USA,7/29/2016 18:05,USFE_040,1,Error,SQL Agent Job Failure (25) ,TextMate 2,OS:Free Tools
CA USA,7/29/2016 18:05,USFE_020,2,Error,def ML Warning 3,,
CA USA,7/29/2016 18:05,USFE_020,2,Error,def ML Warning 6,,
CA USA,7/29/2016 18:05,USFE_041,2,Resource,JVM ser Count Failure,Java Services - EWE,Internal IT Services:End to End
CA USA,7/29/2016 18:05,USFE_042,1,Resource,Perf 1502 is too High.,Xerox Alto,OS:Database
CA USA,7/29/2016 18:05,USFE_032,1,Error,VM guest file systems are running out of disk space,,
